,Blinkroot,Daybloom,Deathweed,Fireblossom,Moonglow,Shiverthorn,Waterleaf
Herb_Bag_7267,15,18,11,14,27,20,11
Herb_Bag_7268,23,10,10,10,31,33,17
Herb_Bag_7269,23,24,33,18,22,11,8
Herb_Bag_7270,37,15,40,9,37,14,5
Herb_Bag_7271,20,25,27,18,24,20,11
Herb_Bag_7272,14,17,21,18,40,13,17
Herb_Bag_7273,9,24,24,11,32,22,17
Herb_Bag_7274,36,15,28,10,25,2,8
Herb_Bag_7275,14,20,3,5,34,23,10
Herb_Bag_7276,17,16,40,19,29,12,13
Herb_Bag_7277,23,20,37,24,22,25,12
Herb_Bag_7278,19,14,14,13,22,4,5
Herb_Bag_7279,11,6,23,28,39,20,6
Herb_Bag_7280,12,17,40,39,25,11,14
Herb_Bag_7281,15,13,3,19,33,21,17
Herb_Bag_7282,33,12,30,11,27,17,16
Herb_Bag_7283,3,20,32,17,26,12,12
Herb_Bag_7284,29,17,29,1,25,22,7
Herb_Bag_7285,7,13,2,14,18,14,12
Herb_Bag_7286,12,5,16,15,21,15,9
Herb_Bag_7287,28,21,12,16,21,27,5
Herb_Bag_7288,24,13,9,16,22,22,15
Herb_Bag_7289,22,30,21,30,31,25,7
Herb_Bag_7290,24,20,31,13,20,21,5
Herb_Bag_7291,32,20,44,23,25,37,15
Herb_Bag_7292,17,11,20,28,19,23,11
Herb_Bag_7293,15,17,8,8,28,23,11
Herb_Bag_7294,24,17,40,24,18,19,10
Herb_Bag_7295,4,14,28,10,26,17,12
Herb_Bag_7296,7,14,32,25,27,19,13
Herb_Bag_7297,13,21,25,24,19,25,5
Herb_Bag_7298,14,15,22,16,24,26,15
Herb_Bag_7299,34,22,28,13,7,12,13
Herb_Bag_7300,6,19,40,12,28,20,9
Herb_Bag_7301,27,15,16,15,20,13,11
Herb_Bag_7302,24,18,29,15,45,21,9
Herb_Bag_7303,32,11,27,14,33,25,7
Herb_Bag_7304,14,21,33,21,36,24,14
Herb_Bag_7305,28,16,1,8,23,13,10
Herb_Bag_7306,28,17,11,12,27,18,7
Herb_Bag_7307,10,17,30,15,13,6,13
Herb_Bag_7308,19,18,35,29,30,34,12
Herb_Bag_7309,22,5,38,10,23,23,12
Herb_Bag_7310,14,17,44,21,27,24,14
Herb_Bag_7311,14,17,18,32,33,47,16
Herb_Bag_7312,32,19,26,22,34,13,12
Herb_Bag_7313,29,17,17,20,19,6,13
Herb_Bag_7314,13,15,32,1,26,27,17
Herb_Bag_7315,20,6,19,28,30,15,12
Herb_Bag_7316,19,14,23,21,26,25,15
Herb_Bag_7317,33,16,12,12,27,14,16
Herb_Bag_7318,6,18,25,22,24,21,10
Herb_Bag_7319,11,25,36,26,27,18,14
Herb_Bag_7320,13,15,10,16,42,10,4
Herb_Bag_7321,22,18,16,23,30,10,13
Herb_Bag_7322,31,21,8,16,31,17,5
Herb_Bag_7323,21,26,0,14,23,14,12
Herb_Bag_7324,20,21,18,15,27,23,12
Herb_Bag_7325,10,15,16,32,30,0,8
Herb_Bag_7326,10,13,10,18,36,26,12
Herb_Bag_7327,0,11,33,21,29,30,13
Herb_Bag_7328,29,8,27,18,30,9,8
Herb_Bag_7329,24,12,24,23,23,12,5
Herb_Bag_7330,21,17,26,16,24,15,10
Herb_Bag_7331,23,14,0,8,31,17,13
Herb_Bag_7332,36,17,0,22,32,40,8
Herb_Bag_7333,22,20,33,20,37,23,16
Herb_Bag_7334,21,16,17,16,40,19,12
Herb_Bag_7335,23,18,23,17,24,29,10
Herb_Bag_7336,18,20,32,16,34,13,9
Herb_Bag_7337,3,18,15,25,24,23,7
Herb_Bag_7338,40,11,18,27,21,28,14
Herb_Bag_7339,8,20,23,17,28,22,4
Herb_Bag_7340,23,17,58,28,34,15,12
Herb_Bag_7341,12,3,8,14,32,21,10
Herb_Bag_7342,18,13,0,15,22,22,11
Herb_Bag_7343,19,24,31,18,13,10,13
Herb_Bag_7344,15,8,19,22,27,28,5
Herb_Bag_7345,25,16,0,11,19,24,11
Herb_Bag_7346,16,18,0,12,18,27,17
Herb_Bag_7347,20,15,18,2,30,34,12
Herb_Bag_7348,21,23,30,17,39,16,9
Herb_Bag_7349,8,12,5,17,23,10,12
Herb_Bag_7350,22,18,24,34,32,21,9
Herb_Bag_7351,22,23,37,15,45,5,10
Herb_Bag_7352,17,20,21,12,20,6,12
Herb_Bag_7353,6,20,19,20,7,19,16
Herb_Bag_7354,10,23,32,6,40,40,12
Herb_Bag_7355,33,19,25,10,27,28,6
Herb_Bag_7356,15,11,20,15,34,20,9
Herb_Bag_7357,21,20,11,17,14,19,10
Herb_Bag_7358,18,16,27,13,23,22,11
Herb_Bag_7359,25,18,19,11,34,32,14
Herb_Bag_7360,8,6,15,10,28,35,9
Herb_Bag_7361,14,25,20,15,31,19,9
Herb_Bag_7362,11,14,30,32,22,32,6
Herb_Bag_7363,18,23,5,6,35,8,10
Herb_Bag_7364,4,12,17,25,15,24,13
Herb_Bag_7365,30,13,22,17,28,7,9
Herb_Bag_7366,8,17,19,14,16,5,7
Herb_Bag_7367,26,23,10,10,29,21,4
Herb_Bag_7368,21,13,19,13,24,16,20
Herb_Bag_7369,10,13,45,9,39,19,9
Herb_Bag_7370,25,8,58,14,16,28,12
Herb_Bag_7371,16,14,35,18,32,21,9
Herb_Bag_7372,0,10,42,14,18,13,12
Herb_Bag_7373,20,23,34,24,47,17,10
Herb_Bag_7374,17,18,2,30,22,27,16
Herb_Bag_7375,4,10,17,21,26,14,14
Herb_Bag_7376,30,13,31,10,28,20,16
Herb_Bag_7377,14,26,33,17,21,25,16
Herb_Bag_7378,18,23,27,11,20,19,12
Herb_Bag_7379,14,22,8,5,29,23,8
Herb_Bag_7380,17,12,35,24,20,7,9
Herb_Bag_7381,27,26,22,0,43,23,7
Herb_Bag_7382,16,29,27,12,28,10,12
Herb_Bag_7383,2,19,33,9,41,15,19
Herb_Bag_7384,17,9,21,0,34,29,8
Herb_Bag_7385,0,25,17,13,22,25,4
Herb_Bag_7386,6,21,32,33,31,9,7
Herb_Bag_7387,24,10,24,11,23,25,12
Herb_Bag_7388,13,15,40,6,28,32,14
Herb_Bag_7389,32,15,0,32,28,31,3
Herb_Bag_7390,35,12,38,13,25,19,10
Herb_Bag_7391,17,13,23,13,33,36,9
Herb_Bag_7392,17,19,0,3,26,8,8
Herb_Bag_7393,15,9,28,15,33,33,9
Herb_Bag_7394,29,11,31,7,29,11,5
Herb_Bag_7395,13,0,9,13,27,19,13
Herb_Bag_7396,18,2,18,23,37,0,15
Herb_Bag_7397,21,6,13,9,29,22,5
Herb_Bag_7398,22,14,29,12,26,18,11
Herb_Bag_7399,20,11,37,19,26,7,6
Herb_Bag_7400,23,16,21,6,28,14,10
Herb_Bag_7401,16,10,18,7,31,22,16
Herb_Bag_7402,22,16,60,13,34,23,7
Herb_Bag_7403,4,16,35,10,33,36,10
Herb_Bag_7404,20,9,34,10,28,7,7
Herb_Bag_7405,15,15,30,14,33,33,5
Herb_Bag_7406,13,20,32,7,30,21,16
Herb_Bag_7407,18,27,38,17,31,27,11
Herb_Bag_7408,24,16,3,14,14,7,14
Herb_Bag_7409,17,3,32,28,38,21,15
Herb_Bag_7410,13,13,28,0,33,22,12
Herb_Bag_7411,29,17,12,12,31,19,5
Herb_Bag_7412,20,17,39,17,33,27,4
Herb_Bag_7413,15,22,0,6,25,13,13
Herb_Bag_7414,20,21,0,12,19,17,15
Herb_Bag_7415,10,21,29,11,15,34,4
Herb_Bag_7416,27,13,24,8,29,22,12
Herb_Bag_7417,12,9,32,14,36,8,9
Herb_Bag_7418,24,21,0,0,21,10,8
Herb_Bag_7419,14,20,30,20,9,15,8
Herb_Bag_7420,19,16,18,18,29,30,13
Herb_Bag_7421,25,11,10,20,19,9,11
Herb_Bag_7422,17,25,12,12,25,20,13
Herb_Bag_7423,19,14,17,12,23,21,14
Herb_Bag_7424,18,10,34,9,32,16,9
Herb_Bag_7425,24,20,44,6,19,13,10
Herb_Bag_7426,5,19,45,20,27,12,4
Herb_Bag_7427,18,20,1,0,28,22,9
Herb_Bag_7428,22,18,9,13,38,32,7
Herb_Bag_7429,31,26,7,32,20,14,17
Herb_Bag_7430,12,20,39,28,34,9,19
Herb_Bag_7431,11,25,30,0,28,20,7
Herb_Bag_7432,21,12,14,18,22,36,7
Herb_Bag_7433,20,21,55,2,18,16,12
Herb_Bag_7434,14,13,0,16,20,14,9
Herb_Bag_7435,25,12,32,9,22,28,7
Herb_Bag_7436,23,14,37,4,33,17,13
Herb_Bag_7437,14,18,13,8,32,14,7
Herb_Bag_7438,13,17,27,4,26,13,13
Herb_Bag_7439,29,6,12,16,26,29,11
Herb_Bag_7440,0,12,14,14,28,25,10
Herb_Bag_7441,15,23,22,25,36,21,11
Herb_Bag_7442,13,16,34,4,19,24,6
Herb_Bag_7443,21,19,1,12,27,17,8
Herb_Bag_7444,9,11,22,11,20,15,7
Herb_Bag_7445,18,18,18,25,15,10,10
Herb_Bag_7446,19,21,8,23,28,3,4
Herb_Bag_7447,17,19,22,22,26,28,9
Herb_Bag_7448,17,12,12,19,22,21,10
Herb_Bag_7449,11,15,18,9,31,18,7
Herb_Bag_7450,13,21,33,18,28,40,11
Herb_Bag_7451,13,22,32,10,21,9,11
Herb_Bag_7452,41,16,44,12,17,26,6
Herb_Bag_7453,14,19,36,19,23,21,13
Herb_Bag_7454,17,15,33,21,22,20,10
Herb_Bag_7455,19,25,29,7,29,22,20
Herb_Bag_7456,15,24,21,20,26,40,14
Herb_Bag_7457,21,16,44,9,12,21,15
Herb_Bag_7458,21,18,50,26,27,18,16
Herb_Bag_7459,4,8,22,16,32,26,14
Herb_Bag_7460,11,8,39,17,13,11,12
Herb_Bag_7461,16,19,19,8,31,29,11
Herb_Bag_7462,21,21,24,22,40,30,8
Herb_Bag_7463,11,16,20,15,23,9,5
Herb_Bag_7464,24,15,11,7,19,33,5
Herb_Bag_7465,11,16,17,19,26,24,5
Herb_Bag_7466,3,17,25,15,21,12,12
Herb_Bag_7467,10,25,28,12,20,27,9
Herb_Bag_7468,9,5,18,12,18,17,14
Herb_Bag_7469,26,25,34,27,21,9,14
Herb_Bag_7470,13,20,28,19,21,27,6
Herb_Bag_7471,18,19,35,10,26,47,7
Herb_Bag_7472,21,17,21,15,32,7,12
Herb_Bag_7473,9,9,0,9,35,24,15
Herb_Bag_7474,27,10,5,17,20,23,13
Herb_Bag_7475,1,11,18,35,23,19,6
Herb_Bag_7476,16,18,45,30,32,23,16
Herb_Bag_7477,5,15,20,16,27,33,11
Herb_Bag_7478,13,13,20,20,27,16,4
Herb_Bag_7479,20,18,4,25,18,0,13
Herb_Bag_7480,26,16,8,15,29,34,12
Herb_Bag_7481,26,21,34,26,31,27,10
Herb_Bag_7482,25,14,18,11,27,39,11
Herb_Bag_7483,11,18,40,4,30,13,10
Herb_Bag_7484,17,17,4,23,19,7,7
Herb_Bag_7485,11,6,43,12,20,24,12
Herb_Bag_7486,14,12,16,16,20,27,9
Herb_Bag_7487,22,10,34,0,27,27,7
Herb_Bag_7488,12,24,0,2,25,18,6
Herb_Bag_7489,15,21,16,19,30,1,0
Herb_Bag_7490,0,16,50,12,25,26,13
Herb_Bag_7491,23,12,22,10,15,31,16
Herb_Bag_7492,10,24,26,8,35,12,11
Herb_Bag_7493,35,10,48,15,18,31,8
Herb_Bag_7494,24,12,4,11,31,21,9
Herb_Bag_7495,16,11,15,17,23,10,12
Herb_Bag_7496,22,15,29,14,23,17,9
Herb_Bag_7497,28,14,14,18,32,8,12
Herb_Bag_7498,28,18,34,22,33,8,10
Herb_Bag_7499,15,24,32,7,31,29,8
Herb_Bag_7500,22,28,24,21,31,0,11
Herb_Bag_7501,18,17,0,12,19,9,7
Herb_Bag_7502,16,18,22,15,37,27,7
Herb_Bag_7503,24,25,26,13,13,28,2
Herb_Bag_7504,5,19,41,13,22,7,9
Herb_Bag_7505,29,19,29,16,22,20,8
Herb_Bag_7506,10,22,43,1,27,21,11
Herb_Bag_7507,22,13,37,17,23,39,10
Herb_Bag_7508,9,27,37,8,33,6,11
Herb_Bag_7509,19,20,35,21,36,32,14
Herb_Bag_7510,10,17,21,9,17,18,9
Herb_Bag_7511,17,5,28,4,21,24,12
Herb_Bag_7512,22,16,23,10,33,20,14
Herb_Bag_7513,26,16,27,9,30,23,9
Herb_Bag_7514,18,17,13,6,21,29,9
Herb_Bag_7515,10,22,23,15,28,22,4
Herb_Bag_7516,27,21,27,10,27,8,10
Herb_Bag_7517,4,19,12,14,25,11,10
Herb_Bag_7518,18,9,15,14,3,33,11
Herb_Bag_7519,15,22,44,22,25,13,16
Herb_Bag_7520,22,11,21,20,27,17,15
Herb_Bag_7521,14,15,16,9,29,18,9
Herb_Bag_7522,9,22,26,5,26,44,11
Herb_Bag_7523,20,16,31,9,24,3,15
Herb_Bag_7524,18,10,31,11,34,24,15
Herb_Bag_7525,9,23,38,9,24,33,11
Herb_Bag_7526,14,16,53,22,24,31,10
Herb_Bag_7527,14,16,0,21,24,18,2
Herb_Bag_7528,6,17,27,23,43,20,6
Herb_Bag_7529,25,21,20,16,26,38,11
Herb_Bag_7530,7,25,24,20,15,23,13
Herb_Bag_7531,25,12,20,15,21,26,11
Herb_Bag_7532,5,16,41,9,18,23,15
Herb_Bag_7533,24,14,29,6,31,12,5
Herb_Bag_7534,34,17,3,16,32,20,10
Herb_Bag_7535,12,17,34,11,27,15,7
Herb_Bag_7536,9,13,10,14,30,17,10
Herb_Bag_7537,21,28,18,0,33,25,9
Herb_Bag_7538,24,15,12,12,21,48,6
Herb_Bag_7539,13,16,4,18,27,28,14
Herb_Bag_7540,7,17,25,18,24,16,10
Herb_Bag_7541,13,21,18,22,25,22,10
Herb_Bag_7542,16,19,28,22,29,12,12
Herb_Bag_7543,30,6,29,10,29,29,9
Herb_Bag_7544,9,20,16,8,27,22,8
Herb_Bag_7545,17,18,15,23,14,11,11
Herb_Bag_7546,13,18,32,16,30,23,11
Herb_Bag_7547,13,23,9,14,19,36,6
Herb_Bag_7548,14,9,31,17,36,19,11
Herb_Bag_7549,19,20,37,13,14,3,12
Herb_Bag_7550,18,18,35,31,28,11,13
Herb_Bag_7551,21,17,10,22,23,10,6
Herb_Bag_7552,6,14,0,9,33,32,15
Herb_Bag_7553,19,19,21,15,31,22,12
Herb_Bag_7554,28,14,32,16,22,17,0
Herb_Bag_7555,21,13,43,14,18,17,11
Herb_Bag_7556,17,23,7,4,31,9,8
Herb_Bag_7557,5,26,39,2,29,42,11
Herb_Bag_7558,24,24,37,19,21,17,9
Herb_Bag_7559,8,13,21,17,16,0,5
Herb_Bag_7560,25,9,27,20,22,27,11
Herb_Bag_7561,12,18,25,19,17,28,11
Herb_Bag_7562,31,10,24,8,26,27,9
Herb_Bag_7563,25,9,32,15,23,20,4
Herb_Bag_7564,28,22,14,24,27,8,3
Herb_Bag_7565,8,20,35,32,37,41,4
Herb_Bag_7566,34,19,0,14,37,17,12
Herb_Bag_7567,21,15,20,10,26,12,11
Herb_Bag_7568,23,16,46,15,23,28,11
Herb_Bag_7569,27,16,23,11,26,12,10
Herb_Bag_7570,19,19,31,11,22,19,14
Herb_Bag_7571,34,17,27,19,23,30,9
Herb_Bag_7572,19,19,34,31,26,18,9
Herb_Bag_7573,20,15,40,18,22,15,15
Herb_Bag_7574,19,16,26,33,28,38,18
Herb_Bag_7575,18,19,31,13,26,15,14
Herb_Bag_7576,25,10,22,21,18,20,12
Herb_Bag_7577,22,4,22,10,29,19,6
Herb_Bag_7578,13,29,37,17,26,15,7
Herb_Bag_7579,23,16,21,6,27,14,8
Herb_Bag_7580,15,24,1,17,28,20,9
Herb_Bag_7581,17,21,43,29,20,7,14
Herb_Bag_7582,27,13,26,16,25,21,9
Herb_Bag_7583,21,14,15,23,28,20,7
Herb_Bag_7584,23,21,11,18,32,18,9
Herb_Bag_7585,24,17,24,21,18,17,11
Herb_Bag_7586,5,15,9,22,33,20,7
Herb_Bag_7587,22,24,28,27,24,24,3
Herb_Bag_7588,0,20,6,10,29,23,5
Herb_Bag_7589,25,14,17,18,25,20,6
Herb_Bag_7590,31,16,40,16,37,13,4
Herb_Bag_7591,27,23,5,14,28,21,9
Herb_Bag_7592,21,18,9,5,16,18,12
Herb_Bag_7593,5,9,21,2,24,20,11
Herb_Bag_7594,26,18,38,7,31,25,7
Herb_Bag_7595,20,10,24,8,18,36,11
Herb_Bag_7596,0,21,23,10,18,34,10
Herb_Bag_7597,31,18,34,23,25,29,4
Herb_Bag_7598,17,23,11,6,26,19,8
Herb_Bag_7599,29,23,29,8,28,32,10
Herb_Bag_7600,23,14,1,11,26,22,7
Herb_Bag_7601,18,19,10,29,27,22,9
Herb_Bag_7602,18,21,12,0,23,26,14
Herb_Bag_7603,19,8,35,11,25,28,7
Herb_Bag_7604,21,8,25,16,35,31,12
Herb_Bag_7605,27,19,13,6,24,17,13
Herb_Bag_7606,18,22,13,23,26,22,13
Herb_Bag_7607,14,25,37,13,23,13,4
Herb_Bag_7608,17,22,0,27,22,30,9
Herb_Bag_7609,24,14,28,14,24,9,6
Herb_Bag_7610,18,14,23,14,26,16,6
Herb_Bag_7611,20,20,21,14,25,18,17
Herb_Bag_7612,26,23,24,19,12,7,8
Herb_Bag_7613,15,17,15,9,24,12,5
Herb_Bag_7614,6,6,12,20,21,15,5
Herb_Bag_7615,28,18,25,0,26,29,5
Herb_Bag_7616,14,29,36,17,30,31,8
Herb_Bag_7617,29,11,22,14,35,30,10
Herb_Bag_7618,4,20,23,20,23,16,18
Herb_Bag_7619,29,8,5,13,26,28,12
Herb_Bag_7620,14,10,34,15,21,21,10
Herb_Bag_7621,23,13,24,24,27,16,9
Herb_Bag_7622,12,14,12,27,26,28,13
Herb_Bag_7623,4,17,3,8,29,29,2
Herb_Bag_7624,12,28,35,0,33,34,10
Herb_Bag_7625,16,21,35,14,16,22,5
Herb_Bag_7626,22,15,35,5,34,20,11
Herb_Bag_7627,32,20,18,9,22,10,10
Herb_Bag_7628,27,11,29,16,16,27,11
Herb_Bag_7629,11,19,28,21,30,30,3
Herb_Bag_7630,25,18,11,22,29,36,18
Herb_Bag_7631,18,8,14,15,32,13,13
Herb_Bag_7632,24,8,21,8,25,5,16
Herb_Bag_7633,8,18,25,9,28,28,13
Herb_Bag_7634,19,17,27,21,17,17,10
Herb_Bag_7635,17,14,23,16,25,25,12
Herb_Bag_7636,27,6,27,16,35,12,8
Herb_Bag_7637,17,14,24,19,25,26,5
Herb_Bag_7638,43,22,30,12,30,29,6
Herb_Bag_7639,11,19,12,24,20,13,11
Herb_Bag_7640,4,16,39,10,14,13,4
Herb_Bag_7641,16,12,21,29,19,14,5
Herb_Bag_7642,11,10,19,18,31,20,13
Herb_Bag_7643,9,6,39,21,27,35,6
Herb_Bag_7644,9,21,19,11,16,36,15
Herb_Bag_7645,23,31,27,21,28,10,3
Herb_Bag_7646,20,22,38,21,30,29,19
Herb_Bag_7647,23,15,31,14,34,31,4
Herb_Bag_7648,23,13,15,31,31,19,7
Herb_Bag_7649,16,14,18,2,33,31,11
Herb_Bag_7650,31,15,12,23,21,14,6
Herb_Bag_7651,32,20,17,26,28,31,15
Herb_Bag_7652,13,15,13,15,33,17,11
Herb_Bag_7653,9,24,25,6,22,24,6
Herb_Bag_7654,22,9,33,2,30,7,6
Herb_Bag_7655,12,13,1,13,18,39,10
Herb_Bag_7656,28,23,19,20,34,34,1
Herb_Bag_7657,13,23,31,19,25,33,6
Herb_Bag_7658,18,11,36,17,15,34,14
Herb_Bag_7659,22,18,20,19,33,11,7
Herb_Bag_7660,27,19,27,18,17,26,6
Herb_Bag_7661,9,16,17,5,33,22,9
Herb_Bag_7662,18,18,7,19,30,20,9
Herb_Bag_7663,29,23,18,14,22,33,9
Herb_Bag_7664,30,11,16,18,19,9,12
Herb_Bag_7665,28,13,48,9,32,21,4
Herb_Bag_7666,9,28,29,4,30,25,16
Herb_Bag_7667,28,12,36,9,31,18,5
Herb_Bag_7668,17,18,7,9,35,23,10
Herb_Bag_7669,9,25,20,23,21,12,13
Herb_Bag_7670,15,17,12,0,35,19,6
Herb_Bag_7671,21,20,35,12,32,18,12
Herb_Bag_7672,24,17,39,13,27,37,6
Herb_Bag_7673,2,24,25,2,11,30,8
Herb_Bag_7674,9,6,24,8,21,10,9
Herb_Bag_7675,21,12,21,18,31,33,6
Herb_Bag_7676,26,22,29,14,20,5,10
Herb_Bag_7677,9,31,20,10,36,23,8
Herb_Bag_7678,26,19,33,0,25,13,10
Herb_Bag_7679,36,26,37,2,27,11,11
Herb_Bag_7680,12,11,0,22,30,6,9
Herb_Bag_7681,14,10,20,3,26,10,3
Herb_Bag_7682,18,20,35,15,34,11,12
Herb_Bag_7683,21,12,42,6,29,16,8
Herb_Bag_7684,17,39,8,4,24,22,10
Herb_Bag_7685,6,17,39,21,20,18,10
Herb_Bag_7686,27,20,18,12,39,18,17
Herb_Bag_7687,34,19,46,15,27,39,8
Herb_Bag_7688,27,17,35,18,25,1,6
Herb_Bag_7689,21,19,6,0,34,17,13
Herb_Bag_7690,0,23,26,21,10,11,12
Herb_Bag_7691,18,19,20,23,25,24,10
Herb_Bag_7692,0,14,9,10,13,22,10
Herb_Bag_7693,34,11,45,31,29,19,12
Herb_Bag_7694,26,21,34,10,38,25,8
Herb_Bag_7695,16,20,19,1,26,15,13
Herb_Bag_7696,6,14,38,8,34,23,7
Herb_Bag_7697,22,18,38,16,25,27,11
Herb_Bag_7698,20,19,20,13,30,28,11
Herb_Bag_7699,35,25,0,16,36,18,13
Herb_Bag_7700,15,17,11,14,33,25,12
Herb_Bag_7701,21,10,28,8,30,33,8
Herb_Bag_7702,23,20,27,13,21,15,9
Herb_Bag_7703,25,13,8,17,26,14,9
Herb_Bag_7704,21,18,11,12,23,28,7
Herb_Bag_7705,18,14,34,16,23,30,8
Herb_Bag_7706,16,18,36,26,28,5,8
Herb_Bag_7707,24,21,9,11,30,23,9
Herb_Bag_7708,31,19,0,23,31,20,13
Herb_Bag_7709,21,24,32,11,28,24,7
Herb_Bag_7710,14,22,12,14,20,29,11
Herb_Bag_7711,3,10,23,13,26,25,6
Herb_Bag_7712,30,21,8,12,14,20,10
Herb_Bag_7713,6,22,21,0,23,24,11
Herb_Bag_7714,16,20,2,13,42,17,9
Herb_Bag_7715,24,20,47,23,30,11,13
Herb_Bag_7716,10,21,40,18,37,16,7
Herb_Bag_7717,16,21,1,6,30,12,11
Herb_Bag_7718,22,13,46,5,19,14,11
Herb_Bag_7719,0,31,34,15,32,14,11
Herb_Bag_7720,13,15,50,12,17,3,11
Herb_Bag_7721,24,12,33,16,21,25,14
Herb_Bag_7722,27,23,28,14,22,34,8
Herb_Bag_7723,20,26,11,0,28,38,10
Herb_Bag_7724,15,29,19,19,23,11,14
Herb_Bag_7725,12,23,36,28,39,18,10
Herb_Bag_7726,9,12,24,20,21,14,15
Herb_Bag_7727,0,8,0,13,12,20,10
Herb_Bag_7728,10,14,8,2,24,25,12
Herb_Bag_7729,2,16,21,19,21,14,6
Herb_Bag_7730,11,20,29,20,36,20,12
Herb_Bag_7731,25,17,26,26,27,14,7
Herb_Bag_7732,6,24,29,27,18,20,6
Herb_Bag_7733,25,22,22,19,31,19,7
Herb_Bag_7734,17,17,16,13,33,34,11
Herb_Bag_7735,33,12,21,16,30,12,7
Herb_Bag_7736,19,11,33,23,27,26,8
Herb_Bag_7737,26,23,46,12,28,13,10
Herb_Bag_7738,30,14,0,16,25,11,6
Herb_Bag_7739,1,12,45,15,33,30,8
Herb_Bag_7740,30,8,55,18,29,16,11
Herb_Bag_7741,18,33,0,11,23,22,8
Herb_Bag_7742,21,15,33,18,23,22,11
Herb_Bag_7743,23,12,21,28,27,31,14
Herb_Bag_7744,20,18,0,26,31,18,14
Herb_Bag_7745,20,14,40,20,35,25,4
Herb_Bag_7746,10,23,45,30,15,16,11
Herb_Bag_7747,20,15,3,10,16,7,9
Herb_Bag_7748,20,24,22,20,36,16,8
Herb_Bag_7749,16,7,40,11,21,29,14
Herb_Bag_7750,15,22,37,26,23,19,9
Herb_Bag_7751,24,9,18,8,24,21,7
Herb_Bag_7752,27,14,9,23,31,19,8
Herb_Bag_7753,15,20,5,28,20,21,6
Herb_Bag_7754,32,9,19,9,26,30,15
Herb_Bag_7755,8,14,28,19,38,28,9
Herb_Bag_7756,2,20,27,9,21,32,14
Herb_Bag_7757,16,25,17,6,24,38,8
Herb_Bag_7758,37,18,10,10,33,31,8
Herb_Bag_7759,30,18,39,5,23,3,12
Herb_Bag_7760,21,20,30,15,18,25,15
Herb_Bag_7761,29,5,28,26,27,23,7
Herb_Bag_7762,28,16,17,33,34,16,9
Herb_Bag_7763,13,17,6,19,18,23,11
Herb_Bag_7764,18,19,47,16,22,44,6
Herb_Bag_7765,24,15,40,12,13,8,16
Herb_Bag_7766,24,11,18,16,31,29,12
Herb_Bag_7767,28,14,4,10,21,15,12
Herb_Bag_7768,9,15,26,6,19,4,14
Herb_Bag_7769,5,24,16,8,28,29,3
Herb_Bag_7770,25,15,0,13,32,16,13
Herb_Bag_7771,9,15,24,16,28,9,6
Herb_Bag_7772,28,21,24,15,25,20,13
Herb_Bag_7773,36,31,20,7,27,24,15
Herb_Bag_7774,14,15,26,11,28,19,7
Herb_Bag_7775,11,5,18,4,9,19,9
Herb_Bag_7776,23,15,12,21,18,23,11
Herb_Bag_7777,17,22,3,9,20,19,11
Herb_Bag_7778,17,9,2,15,35,20,9
Herb_Bag_7779,18,28,19,13,22,11,6
Herb_Bag_7780,20,11,0,15,25,23,9
Herb_Bag_7781,14,15,21,32,24,24,12
Herb_Bag_7782,16,13,1,23,23,35,9
Herb_Bag_7783,33,13,15,13,25,16,5
Herb_Bag_7784,24,12,48,10,22,38,11
Herb_Bag_7785,5,17,28,1,25,12,12
Herb_Bag_7786,27,14,11,13,27,33,9
Herb_Bag_7787,18,16,35,15,40,32,14
Herb_Bag_7788,26,19,25,9,23,12,7
Herb_Bag_7789,16,21,15,15,17,22,8
Herb_Bag_7790,15,11,14,10,37,15,10
Herb_Bag_7791,32,15,32,14,23,19,15
Herb_Bag_7792,24,13,0,8,24,0,4
Herb_Bag_7793,8,23,25,2,30,23,3
Herb_Bag_7794,19,20,30,2,26,19,10
Herb_Bag_7795,4,26,21,9,27,22,10
Herb_Bag_7796,35,17,43,11,49,22,10
Herb_Bag_7797,36,14,20,20,19,19,14
Herb_Bag_7798,9,22,4,20,43,0,14
Herb_Bag_7799,13,12,46,4,28,15,12
Herb_Bag_7800,10,14,41,13,19,8,13
Herb_Bag_7801,16,17,15,23,15,31,8
Herb_Bag_7802,7,15,2,17,37,20,14
Herb_Bag_7803,23,7,0,4,35,18,10
Herb_Bag_7804,12,19,11,8,14,13,6
Herb_Bag_7805,28,24,17,19,27,10,10
Herb_Bag_7806,26,17,19,17,26,25,10
Herb_Bag_7807,7,26,16,14,27,31,11
Herb_Bag_7808,21,15,11,18,29,30,20
Herb_Bag_7809,42,18,15,2,20,11,8
Herb_Bag_7810,14,13,7,24,32,27,18
Herb_Bag_7811,24,8,15,22,32,8,11
Herb_Bag_7812,25,13,48,0,28,24,9
Herb_Bag_7813,25,13,0,16,30,25,13
Herb_Bag_7814,25,14,47,13,28,16,11
Herb_Bag_7815,24,14,28,12,22,12,10
Herb_Bag_7816,11,14,14,5,22,21,6
Herb_Bag_7817,26,8,13,11,40,31,14
Herb_Bag_7818,16,14,22,15,26,25,12
Herb_Bag_7819,11,20,5,31,39,17,9
Herb_Bag_7820,10,17,4,7,26,16,9
Herb_Bag_7821,9,16,18,16,24,19,14
Herb_Bag_7822,10,11,2,19,27,8,11
Herb_Bag_7823,16,17,14,24,42,24,13
Herb_Bag_7824,0,10,12,22,29,31,11
